CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount,DayNightUsage,SkinType,MaximumUsageDuration,ProductVolume,ProductRating,ReviewCount,ProductForm,TargetDemographic,IngredientCount,PackagingType,RecyclablePackaging,Certifications
30676,Active Concealer,47119.0,02,1161,Zelens,Zelens,44,Makeup Products (non-permanent),58,Other Makeup Product,656,13463-67-7,49713,Titanium dioxide,06/06/2017,06/06/2017,2000-01-01,06/06/2017,06/06/2017,2000-01-01,1,Both,Normal,24 months,30g,5.0,3691.0,solid,Children,27.0,tube,Yes,None
38758,REVLON BLUSH RENOVATION CHERRY ROSE,61812.0,MAUVELOUS,23,Revlon Consumer Product Corporation,REVLON,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,63742,Titanium dioxide,08/23/2019,08/23/2019,2000-01-01,08/23/2019,08/23/2019,2000-01-01,1,Night,Sensitive,12 months,200ml,2.0,3461.0,solid,Teens,9.0,bottle,No,None
18070,EDITION LIMITEE PALETTE DE MAQUILLAGE / LIMITED EDITION MAKEUP PALETTE,27893.0,Eyeshadows,198,S+,Sephora ,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,27912,Titanium dioxide,05/29/2012,05/29/2012,2000-01-01,05/29/2012,05/29/2012,2000-01-01,1,Day,Oily,12 months,30g,4.0,596.0,powder,Women,28.0,tube,No,None
2765,Rimmel - London Moisture Renew Lipstick,5661.0,Sunset,171,Coty,Rimmel - London,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,7036,Titanium dioxide,10/08/2009,09/12/2013,2000-01-01,10/13/2009,10/13/2009,2000-01-01,2,Both,Dry,24 months,50ml,5.0,2957.0,liquid,Men,18.0,bottle,No,None
3406,CUSTOM BLEND FINISH,7457.0,Radiance Finish,221,PRESCRIPTIVES INC.,Prescriptives,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,6106,Titanium dioxide,10/12/2009,12/30/2010,2000-01-01,10/12/2009,10/12/2009,2000-01-01,1,Both,Normal,24 months,200ml,4.0,1946.0,cream,Adults,3.0,tube,Yes,Eco-Friendly
6086,L'Oreal Colour Juice Sheer Juicy Lip Gloss,10517.0,Tutti Frutti,67,L'Oreal USA,L'Oreal,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,9989,Titanium dioxide,10/20/2009,12/30/2010,2000-01-01,10/20/2009,10/20/2009,2000-01-01,1,Both,Sensitive,12 months,30g,4.0,2068.0,liquid,Teens,3.0,tube,No,None
33523,METAL NAIL POLISH,50594.0,GNL156,546,"Beauty 21 Cosmetics, Inc.",L.A. GIRL,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,54200,Titanium dioxide,07/17/2018,07/17/2018,2000-01-01,07/17/2018,07/17/2018,2000-01-01,1,Night,Normal,24 months,50ml,1.0,2968.0,cream,Men,25.0,jar,Yes,None
36747,Gen Nude Eyeshadow + Primer,58649.0,Bright AF,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,60074,Titanium dioxide,03/06/2019,04/02/2019,2000-01-01,03/06/2019,03/06/2019,2000-01-01,1,Night,Oily,12 months,15g,1.0,2794.0,gel,Adults,16.0,jar,No,None
13663,CHOPSTICK PENCIL 14,,,609,AROMCA S.A,ERRE DUE,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,21310,Titanium dioxide,06/28/2010,06/28/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,1,Night,Sensitive,36 months,50ml,4.0,2675.0,cream,Children,22.0,jar,Yes,None
2855,TWIN CAKE POWDER,5514.0,PERFECT TAN,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,4598,Titanium dioxide,10/08/2009,12/30/2010,2000-01-01,10/08/2009,10/08/2009,2000-01-01,1,Night,Oily,12 months,200ml,3.0,539.0,powder,Women,2.0,tube,No,None
23661,NARS Audacious Lipstick,35974.0,Catherine,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,36122,Titanium dioxide,09/25/2014,11/29/2018,2000-01-01,09/27/2014,09/27/2014,2000-01-01,1,Night,Oily,24 months,200ml,5.0,1411.0,cream,Children,8.0,tube,Yes,None
18734,Precision Lips Pencil,28413.0,Plum,562,The Boots Company PLC,No7,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,28613,Titanium dioxide,11/02/2012,11/02/2012,2000-01-01,11/02/2012,11/02/2012,2000-01-01,1,Day,Dry,36 months,50ml,5.0,2735.0,liquid,Adults,24.0,bottle,No,None
29543,NARS Soft Matte Complete Concealer,46058.0,Ginger,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,47760,Titanium dioxide,01/30/2017,01/30/2017,2000-01-01,01/30/2017,01/30/2017,2000-01-01,1,Night,Dry,36 months,200ml,5.0,4817.0,gel,Adults,4.0,bottle,Yes,None
22930,SEPHORA - CRAYON SOURCILS RETRACTABLE / RETRACTABLE BROW PENCIL,35132.0,01 HONEY BLONDE,198,S+,SEPHORA,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,34870,Titanium dioxide,06/02/2014,06/02/2014,2000-01-01,06/02/2014,06/02/2014,2000-01-01,1,Night,Oily,36 months,50ml,1.0,3791.0,liquid,Children,10.0,bottle,No,None
32425,SEPHORA - COLOR HIT VERNIS A ONGLES / COLOR HIT NAIL POLISH,48258.0,L186 Endless kiss,198,S+,SEPHORA,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,52204,Titanium dioxide,12/12/2017,12/12/2017,2000-01-01,12/12/2017,12/12/2017,2000-01-01,4,Both,Normal,36 months,30g,3.0,3560.0,cream,Teens,26.0,jar,No,Eco-Friendly
8678,Femme Couture Mineral Effects Mineral Makeup,13948.0,All Shades,1093,Arcadia Beauty Labs LLC,Femme Couture,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,13515,Titanium dioxide,12/15/2009,05/06/2016,2000-01-01,12/15/2009,12/15/2009,2000-01-01,1,Night,Dry,24 months,100ml,3.0,3579.0,gel,Children,21.0,bottle,Yes,None
4598,L'Oreal Age Perfect Pro-Calcium Day Cream SPF 15,,,67,L'Oreal USA,L'Oreal,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,8214,Titanium dioxide,10/14/2009,10/14/2009,2000-01-01,10/14/2009,10/14/2009,2000-01-01,1,Both,Normal,24 months,15g,4.0,2004.0,liquid,Teens,28.0,bottle,Yes,Eco-Friendly
23524,Cake  Eye Liner,,,1010,Kryolan Corporation,Kryolan,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,35876,Titanium dioxide,09/16/2014,09/16/2014,2000-01-01,09/16/2014,09/16/2014,2000-01-01,1,Both,Dry,36 months,50ml,3.0,1026.0,gel,Women,9.0,bottle,Yes,Cruelty-Free
1957,Pure Blends Lipgloss- Peach,,,23,Revlon Consumer Product Corporation,Almay,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,2259,Titanium dioxide,09/30/2009,09/30/2009,2000-01-01,09/30/2009,09/30/2009,2000-01-01,1,Both,Normal,24 months,200ml,1.0,3073.0,liquid,Women,27.0,jar,No,None
3017,PHYTO-OMBRE ECLAT / LONG LASTING EYE SHADOW - all shades,5962.0,SORBET,144,C.F.E.B. SISLEY,SISLEY - PARIS,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,33365,Titanium dioxide,10/09/2009,12/30/2013,2000-01-01,12/30/2013,12/30/2013,2000-01-01,1,Night,Dry,12 months,50ml,4.0,1291.0,cream,Children,8.0,tube,No,None
4987,LE VERNIS MULTI-ECLAT / NAIL COLOUR,9559.0,221,22,CLARINS S.A.,CLARINS PARIS,59,Nail Products,66,Nail Polish and Enamel Removers,656,13463-67-7,8747,Titanium dioxide,10/15/2009,12/30/2010,2000-01-01,10/15/2009,10/15/2009,2000-01-01,1,Day,Sensitive,24 months,30g,1.0,2848.0,cream,Men,7.0,tube,Yes,None
12744,Beauty Rush Luminous Eye Shadow,23380.0,Desert Peach,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),48,Eye Shadow,773,13463-67-7,19622,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",06/18/2010,12/13/2013,01/01/2007,06/18/2010,12/13/2013,2000-01-01,2,Day,Oily,36 months,100ml,4.0,3735.0,liquid,Adults,18.0,tube,No,Eco-Friendly
28978,Pop of Passion Lip Oil-Balm,45153.0,Blushing Pink,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,47032,Titanium dioxide,09/19/2016,09/19/2016,2000-01-01,09/19/2016,09/19/2016,2000-01-01,1,Both,Dry,12 months,15g,2.0,1409.0,liquid,Adults,6.0,jar,Yes,Cruelty-Free
36970,REVLON CORE NAIL ENAMEL,59193.0,PINK NUDE,23,Revlon Consumer Product Corporation,REVLON,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,60505,Titanium dioxide,04/11/2019,04/11/2019,2000-01-01,04/11/2019,04/11/2019,2000-01-01,1,Both,Dry,12 months,30g,1.0,3254.0,solid,Children,4.0,bottle,Yes,Organic
12681,Loose Shimmer Powder,17934.0,Shimmer Gold,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,19443,Titanium dioxide,06/17/2010,12/09/2013,02/01/2012,06/17/2010,12/09/2013,2000-01-01,2,Both,Oily,12 months,15g,1.0,3633.0,powder,Teens,27.0,bottle,Yes,Eco-Friendly
8061,EYELINER PENCIL_LIGHT GREY,,,353,KORRES S.A - NATURAL PRODUCTS,KORRES NATURAL PRODUCTS,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,12646,Titanium dioxide,12/10/2009,12/15/2009,2000-01-01,12/10/2009,12/15/2009,12/14/2009,1,Day,Normal,24 months,100ml,4.0,631.0,powder,Teens,4.0,bottle,No,Eco-Friendly
13929,Payot - Les Solaires - B�n�fice Soleil Poudre Lumi�re Protectrice,19191.0,CI 77492 (IRON OXIDE),655,Laboratoires Dr N.G. Payot,PAYOT,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,21538,Titanium dioxide,06/29/2010,12/30/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,1,Both,Oily,24 months,30g,5.0,4018.0,cream,Adults,13.0,box,No,None
11874,NAIL ART PAINT - SOFT GREEN,17141.0,�Iron Oxides(77491),297,"Ivy Enterprises, Inc.",KISS,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,17319,Titanium dioxide,06/02/2010,12/30/2010,2000-01-01,06/02/2010,06/02/2010,2000-01-01,1,Both,Normal,36 months,100ml,4.0,4517.0,powder,Men,27.0,bottle,No,None
13758,Emporium Soap Bar,23455.0,Pomegranate,650,MOR Cosmetics International LLC,MOR Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,21293,Titanium dioxide,06/28/2010,01/26/2011,2000-01-01,06/28/2010,06/29/2010,2000-01-01,1,Day,Oily,24 months,50ml,2.0,15.0,solid,Adults,22.0,bottle,Yes,None
14607,Radiance Beauty Balm,,,562,The Boots Company PLC,Boots Botanics,90,Skin Care Products ,92,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),656,13463-67-7,22364,Titanium dioxide,07/08/2010,10/16/2013,2000-01-01,07/08/2010,10/21/2011,2000-01-01,1,Night,Normal,12 months,30g,1.0,2879.0,liquid,Women,10.0,tube,Yes,Eco-Friendly
22047,Nivea Lip Butter Caramel Cream Kiss,,,149,"Beiersdorf, Inc.",Nivea,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,33573,Titanium dioxide,01/17/2014,02/29/2016,12/31/2015,01/17/2014,01/17/2014,2000-01-01,1,Night,Oily,12 months,200ml,2.0,2147.0,solid,Adults,15.0,jar,No,Organic
7948,A.D. MAQUILLAJE EN MOUSSE OBSCURO,,,288,Armand Dupree Inc.,Armand Dupree,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,12393,Titanium dioxide,12/08/2009,12/08/2009,2000-01-01,12/08/2009,12/08/2009,2000-01-01,1,Both,Normal,24 months,200ml,3.0,1905.0,powder,Children,27.0,jar,No,None
16546,Glossaholic - Sequin Saturated Shine Lip Gloss,25370.0,GORGEOUS-MAUVE SPARKLE,347,"Xtreme Color, Inc.",Hard Candy,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,25704,Titanium dioxide,05/09/2011,05/09/2011,2000-01-01,05/09/2011,05/09/2011,2000-01-01,1,Day,Oily,24 months,30g,2.0,580.0,solid,Children,1.0,jar,Yes,Vegan
16681,Total Colour Compact,25573.0,Mulberry (65),562,The Boots Company PLC,No7,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",773,79-81-2,25974,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",06/07/2011,10/17/2013,2000-01-01,06/28/2011,06/28/2011,2000-01-01,4,Day,Sensitive,36 months,100ml,4.0,1792.0,cream,Adults,4.0,bottle,No,None
30133,Gelish Dip - Dip Powder - Arctic Freeze,,,1027,"Hand & Nail Harmony, Inc",Gelish,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,48710,Titanium dioxide,04/21/2017,04/26/2017,2000-01-01,04/21/2017,04/21/2017,2000-01-01,2,Both,Normal,24 months,50ml,4.0,1201.0,liquid,Children,14.0,box,Yes,Vegan
28598,DDB the lip sculptor lipstick & lipgloss,44332.0,VIP,224,Tarte Cosmetics,tarte,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,46189,Titanium dioxide,07/04/2016,07/04/2016,2000-01-01,07/04/2016,07/04/2016,2000-01-01,1,Night,Oily,24 months,100ml,1.0,1033.0,powder,Men,4.0,tube,Yes,None
31196,The Filter Highlighting Powder,47383.0,Uncensored (389550),1000,MAESA LLC,Collab,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,50627,Titanium dioxide,08/03/2017,08/03/2017,2000-01-01,08/03/2017,08/03/2017,2000-01-01,1,Night,Dry,36 months,50ml,1.0,3043.0,solid,Children,6.0,tube,Yes,Organic
26032,3 IN 1 BROW DEFINER,39204.0,LIGHT BROWN,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,40790,Titanium dioxide,04/13/2015,04/13/2015,2000-01-01,04/13/2015,04/13/2015,2000-01-01,1,Night,Normal,36 months,200ml,2.0,1200.0,liquid,Men,10.0,jar,No,None
1367,Sheer Silk Translucent Powder,30895.0,706,71,"Sunrider Manufacturing, L.P.",Kandesn,44,Makeup Products (non-permanent),49,Face Powders,776,13463-67-7,1497,"Silica, crystalline (airborne particles of respirable size)",09/21/2009,09/19/2013,2000-01-01,09/21/2009,09/21/2009,2000-01-01,2,Both,Dry,12 months,30g,5.0,2215.0,solid,Adults,15.0,jar,No,Organic
32654,Miracle Foundation,48627.0,golden honey,908,"Rituals Cosmetics USA, Inc.",RITUALS,44,Makeup Products (non-permanent),50,Foundations and Bases,1099,131-57-7,52569,Benzophenone-3,01/30/2018,01/30/2018,2000-01-01,01/30/2018,01/30/2018,2000-01-01,4,Night,Sensitive,36 months,50ml,4.0,4240.0,liquid,Men,21.0,jar,No,None
33607,DIORSKIN FOREVER Perfect Makeup Everlasting Wear Pore-Refining Effect,51020.0,033,328,Parfums Christian Dior,Parfums Christain Dior,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,54376,Titanium dioxide,07/19/2018,07/19/2018,2000-01-01,07/19/2018,07/19/2018,2000-01-01,1,Day,Oily,24 months,30g,1.0,4268.0,cream,Teens,28.0,jar,Yes,None
24485,Gucci Eye Magnetic Color Shadow Mono,37522.0,Antique Gold,86,The Procter & Gamble Company,Gucci,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,37776,Titanium dioxide,12/22/2014,10/19/2018,10/02/2016,12/22/2014,12/22/2014,2000-01-01,1,Both,Normal,24 months,50ml,4.0,3242.0,gel,Adults,13.0,jar,Yes,Organic
24838,Hot Hot Tamale,,,1033,"Nail Alliance, LLC",Morgan Taylor,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,38478,Titanium dioxide,01/05/2015,01/05/2015,2000-01-01,01/05/2015,01/05/2015,2000-01-01,1,Day,Oily,36 months,15g,4.0,629.0,powder,Children,3.0,bottle,Yes,Eco-Friendly
3869,Elizabeth Arden Flawless Finish Bare Perfection Makeup SPF 8,25918.0,Toasty Beige,69,"Elizabeth Arden, Inc.",Elizabeth Arden,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,6986,Titanium dioxide,10/13/2009,01/12/2017,01/21/2014,10/13/2009,10/13/2009,2000-01-01,2,Both,Oily,12 months,100ml,3.0,2803.0,gel,Men,25.0,jar,No,None
33597,"Too Faced Sweet Peach Creamy Peach Oil Lip Gloss - Peach, Please!",50981.0,CI 45410,1213,Too Faced Cosmetics,Too Faced Cosmetics,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,54365,Titanium dioxide,07/18/2018,07/18/2018,2000-01-01,07/18/2018,07/18/2018,2000-01-01,1,Day,Dry,24 months,30g,1.0,1134.0,cream,Teens,2.0,box,Yes,None
3947,NYC Metro Quartet Eye Shadow,8396.0,Chelsea Chic,171,Coty,N.Y.C - New York Color,44,Makeup Products (non-permanent),48,Eye Shadow,773,79-81-2,23885,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",10/13/2009,02/04/2019,2000-01-01,11/11/2010,11/11/2010,2000-01-01,2,Day,Normal,36 months,15g,4.0,2644.0,cream,Children,27.0,box,Yes,None
22185,Maybelline Wonderskin Face Powder,32972.0,natural beige,67,L'Oreal USA,MAYBELLINE,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,33767,Titanium dioxide,01/30/2014,01/30/2014,2000-01-01,01/30/2014,01/30/2014,2000-01-01,1,Day,Sensitive,36 months,30g,5.0,3899.0,powder,Men,22.0,bottle,No,Eco-Friendly
33421,ROUGE BLUSH Couture Colour Long-Wear Powder Blush,60255.0,534,328,Parfums Christian Dior,Parfums Christian Dior,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,54007,Titanium dioxide,07/02/2018,07/10/2019,2000-01-01,07/02/2018,07/10/2019,2000-01-01,1,Both,Oily,24 months,100ml,5.0,109.0,liquid,Children,19.0,bottle,Yes,None
723,Creme Gloss- Pink Cami,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,764,Titanium dioxide,09/10/2009,09/10/2009,2000-01-01,09/10/2009,09/10/2009,2000-01-01,1,Night,Normal,36 months,15g,3.0,4046.0,cream,Men,10.0,tube,Yes,None
28268,SERUM INTENSE LIPSTICK (SR04),43760.0,SR04 - GREEN FRUITY,1076,AMOREPACIFIC US INC.,LANEIGE,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,45666,Titanium dioxide,05/03/2016,05/03/2016,2000-01-01,05/03/2016,05/03/2016,2000-01-01,1,Night,Dry,24 months,50ml,3.0,135.0,powder,Men,16.0,tube,No,None
4122,CHI Ionic Permanent Shine Hair Color 6CM - Light Chocolate Mocha Brown,,,120,"Farouk Systems, Inc.",CHI,32,Hair Coloring Products,35,Hair Dyes and Colors,1102,0,0,Trade Secret,10/13/2009,10/13/2009,2000-01-01,10/13/2009,10/13/2009,2000-01-01,1,Both,Normal,12 months,15g,5.0,533.0,cream,Women,1.0,box,Yes,Organic
26744,CoverGirl AquaSmooth Makeup,40863.0,Soft Sable,86,The Procter & Gamble Company,CoverGirl,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,42563,Titanium dioxide,09/02/2015,10/16/2018,10/02/2016,09/02/2015,09/02/2015,2000-01-01,1,Both,Sensitive,24 months,15g,5.0,3586.0,liquid,Teens,26.0,bottle,No,Organic
40979,Permanent Creme Color,63982.0,1VV (1.22) - Violet Violet Black,96,"Zotos International, Inc.",Joico Lumishine,32,Hair Coloring Products,35,Hair Dyes and Colors,656,13463-67-7,67090,Titanium dioxide,01/28/2020,01/28/2020,2000-01-01,01/28/2020,01/28/2020,2000-01-01,1,Day,Sensitive,36 months,200ml,5.0,4324.0,powder,Adults,26.0,jar,No,None
16556,L'bel Couleur Luxe Dualite XP / Eye Shadow Duo Light�Dark,25417.0,MELON DOUX,685,"Ventura International, Ltd",L'BEL,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,25717,Titanium dioxide,05/16/2011,05/16/2011,2000-01-01,05/16/2011,05/16/2011,2000-01-01,1,Both,Sensitive,24 months,200ml,1.0,2822.0,powder,Adults,16.0,box,No,Eco-Friendly
33975,ALL-IN-ONE CHEEK COLOUR SHADE,52581.0,03 FLUSHED,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,54816,Titanium dioxide,08/16/2018,08/16/2018,2000-01-01,08/16/2018,08/16/2018,2000-01-01,1,Both,Oily,36 months,15g,5.0,41.0,powder,Adults,24.0,jar,No,Eco-Friendly
4618,L'Oreal Revitalift Intense Lift Treatment Mask,,,67,L'Oreal USA,L'Oreal,90,Skin Care Products ,95,Facial Masks,656,13463-67-7,8234,Titanium dioxide,10/14/2009,10/14/2009,2000-01-01,10/14/2009,10/14/2009,2000-01-01,1,Both,Dry,36 months,30g,4.0,4978.0,powder,Teens,5.0,bottle,Yes,Organic
16015,Velvet Bow Lacquer,,,372,American International Industries,China Glaze,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,24443,Titanium dioxide,01/27/2011,01/27/2011,2000-01-01,01/27/2011,01/27/2011,2000-01-01,1,Day,Oily,36 months,15g,5.0,3753.0,solid,Children,13.0,tube,Yes,Vegan
5136,Creme-To-Powder Foundation,13923.0,Bronze 1,292,Mary Kay Inc.,Mary Kay,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,8911,Titanium dioxide,10/15/2009,06/06/2016,2000-01-01,10/15/2009,08/06/2015,2000-01-01,1,Night,Dry,12 months,100ml,5.0,4187.0,solid,Men,23.0,box,No,None
16728,Giorgio Armani Gloss D' Armani Lip Gloss,25640.0,200,67,L'Oreal USA,GIORGIO ARMANI,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,26021,Titanium dioxide,06/28/2011,06/28/2011,2000-01-01,06/28/2011,06/28/2011,2000-01-01,1,Both,Oily,12 months,50ml,5.0,4080.0,liquid,Children,26.0,tube,No,None
26254,The Gift of Glamour Set,39655.0,"Iron Oxide (CI77491, CI77499), Red 30 Lake, Red 7 Lake",1046,Walt Disney Parks & Resorts,Disney,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,41354,Titanium dioxide,05/15/2015,05/15/2015,04/01/2015,05/15/2015,05/15/2015,2000-01-01,1,Both,Sensitive,24 months,15g,3.0,73.0,liquid,Teens,23.0,jar,No,None
30773,JORDANA FRENCH MANICURE NAIL POLISH,47244.0,,1159,MILANI COSMETICS,JORDANA,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,50066,Titanium dioxide,06/12/2017,06/12/2017,2000-01-01,06/12/2017,06/12/2017,2000-01-01,1,Both,Sensitive,36 months,50ml,2.0,332.0,powder,Men,25.0,jar,No,None
35973,Foundation Stick,55276.0,Spice,1279,Your Name Professional Brands,Your Name Professional Brands,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,57964,Titanium dioxide,12/28/2018,12/28/2018,2000-01-01,12/28/2018,12/28/2018,2000-01-01,2,Night,Oily,36 months,30g,3.0,4711.0,powder,Children,29.0,box,No,Eco-Friendly
15056,Red Peony Scented Hand Soap,21042.0,Red 40,717,"Greenbrier International, Inc.",SEPHORA,90,Skin Care Products ,93,Skin Cleansers,162,68603-42-9,24504,Cocamide diethanolamine,08/12/2010,07/02/2013,2000-01-01,02/10/2011,02/10/2011,2000-01-01,1,Day,Sensitive,24 months,100ml,5.0,4314.0,cream,Children,1.0,tube,No,None
34338,CoverGirl + Olay Simply Ageless Foundation,54336.0,Creamy Beige,86,The Procter & Gamble Company,CoverGirl,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,36773,Titanium dioxide,10/27/2014,10/15/2018,10/02/2016,10/27/2014,10/27/2014,2000-01-01,1,Night,Sensitive,36 months,15g,4.0,3432.0,gel,Adults,7.0,bottle,Yes,None
33674,Palette Pro Eyeshadow Palette (Strike a rose),51301.0,Shade 6,1000,MAESA LLC,Collab,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,54462,Titanium dioxide,08/01/2018,08/01/2018,2000-01-01,08/01/2018,08/01/2018,2000-01-01,1,Night,Normal,12 months,100ml,4.0,3766.0,liquid,Women,6.0,tube,Yes,None
15899,Divine Priming Lip Liner,,,841,Philosophy,Philosophy,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,24313,Titanium dioxide,01/06/2011,01/06/2011,2000-01-01,01/06/2011,01/06/2011,2000-01-01,1,Day,Sensitive,36 months,30g,3.0,2152.0,cream,Teens,19.0,tube,Yes,None
780,Eyecolor,33405.0,Velvet Spell,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,821,Titanium dioxide,09/11/2009,09/21/2016,2000-01-01,09/11/2009,09/11/2009,2000-01-01,1,Day,Oily,36 months,200ml,3.0,4910.0,solid,Children,15.0,box,No,Eco-Friendly
37892,Color Couture Soak Off Nail Gel - Poolside In Palm Print,,,1035,Nail Alliance - Entity,Entity,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,62252,Titanium dioxide,07/02/2019,07/02/2019,2000-01-01,07/02/2019,07/02/2019,2000-01-01,1,Day,Normal,24 months,50ml,2.0,2588.0,gel,Men,6.0,jar,Yes,Eco-Friendly
3682,Sun Shield Liquid Makeup SPF 15,7638.0,Natural Honey,192,"Physicians Formula Holdings, Inc.",Physicians Formula,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,6495,Titanium dioxide,10/12/2009,12/30/2010,2000-01-01,10/12/2009,10/12/2009,2000-01-01,1,Both,Dry,24 months,15g,5.0,1286.0,powder,Men,14.0,tube,Yes,None
24709,Gucci Lip Luxurious Pigment-Rich Lipstick,37939.0,Iconic Red,86,The Procter & Gamble Company,Gucci,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,38323,Titanium dioxide,12/30/2014,10/16/2018,10/02/2016,12/31/2014,12/31/2014,2000-01-01,1,Night,Oily,24 months,30g,3.0,336.0,liquid,Men,18.0,bottle,No,Vegan
